0x1b75e0a2	FOD_switch_enable
0xf5c9a1c7	wcd938x_codec_get_dev_num
0x8e342118	wcd938x_get_codec_variant
0x7a43d0a3	wcd938x_info_create_codec_entry
0x233961f1	wcd938x_mbhc_hs_detect
0xd665152b	wcd938x_swr_dmic_register_notifier
0x1d5f10d8	wcd939x_codec_get_dev_num
0x66a29007	wcd939x_get_codec_variant
0xee7c909f	wcd939x_info_create_codec_entry
0x9475153b	wcd939x_mbhc_hs_detect
0xbc8bd43b	wcd_cal_create_hwdep
0x2f0c6080	wcd_cls_h_fsm
0x9df709eb	wcd_cls_h_init
0xc5dfdcc4	wcd_clsh_set_hph_mode
0x8ac16651	wcd_disable_irq
0x8a68c353	wcd_enable_irq
0xbf9b8a4d	wcd_free_irq
0xd2de9146	wcd_irq_exit
0x22490208	wcd_irq_init
0x8c214c59	wcd_mbhc_deinit
0x85d049e9	wcd_mbhc_get_impedance
0x2e7f64f8	wcd_mbhc_init
0x26e14974	wcd_mbhc_start
0x33e68533	wcd_mbhc_stop
0x387e2d70	wcd_request_irq
0x0ae15ae4	wcd_usbss_audio_config
0xda849d38	wcd_usbss_dpdm_switch_update
0xcaaa5a1a	wcd_usbss_get_sbu_switch_orientation
0x2b5f595b	wcd_usbss_linearizer_rdac_cal_code_select
0x8118a079	wcd_usbss_reg_notifier
0x278a4d7f	wcd_usbss_register_update
0x4355b9da	wcd_usbss_set_linearizer_sw_tap
0x1795b2c1	wcd_usbss_set_switch_settings_enable
0x7427c8a0	wcd_usbss_switch_update
0x41115047	wcd_usbss_unreg_notifier
0x97c69bf6	wcd_usbss_update_default_trim
0xe750852b	wcdcal_get_fw_cal
0xdff15e8a	wcnss_prealloc_get
0x0521fc53	wcnss_prealloc_put
0x9760c0b8	wiphy_free
0x02d58bb9	wiphy_new_nm
0x9fa46f95	wiphy_register
0xa06ccca9	wiphy_unregister
0x1e8fac8e	wireless_nlevent_flush
0x9763921f	wireless_send_event
0x33c73954	wlfw_antenna_grant_req_msg_v01_ei
0x5a19eae1	wlfw_antenna_grant_resp_msg_v01_ei
0x91f4dfdb	wlfw_antenna_switch_req_msg_v01_ei
0x27bc47b6	wlfw_antenna_switch_resp_msg_v01_ei
0x57d2f778	wlfw_athdiag_read_req_msg_v01_ei
0x68a593cc	wlfw_athdiag_read_resp_msg_v01_ei
0x9e1cfa12	wlfw_athdiag_write_req_msg_v01_ei
0xc50bd587	wlfw_athdiag_write_resp_msg_v01_ei
0xf381b367	wlfw_aux_uc_info_req_msg_v01_ei
0xe509cd7d	wlfw_aux_uc_info_resp_msg_v01_ei
0xf9f95072	wlfw_bdf_download_req_msg_v01_ei
0x88de5175	wlfw_bdf_download_resp_msg_v01_ei
0x82d5a295	wlfw_cal_done_ind_msg_v01_ei
0x39ee68dc	wlfw_cal_report_req_msg_v01_ei
0xb970c8a2	wlfw_cal_report_resp_msg_v01_ei
0xf93473cd	wlfw_cap_req_msg_v01_ei
0xd300324b	wlfw_cap_resp_msg_v01_ei
0x20ffae1a	wlfw_dynamic_feature_mask_req_msg_v01_ei
0xcb6ebee1	wlfw_dynamic_feature_mask_resp_msg_v01_ei
0x1ae65c6b	wlfw_fw_init_done_ind_msg_v01_ei
0x4eaa6981	wlfw_fw_mem_ready_ind_msg_v01_ei
0xf5f3f81b	wlfw_fw_ready_ind_msg_v01_ei
0x648deec0	wlfw_get_info_req_msg_v01_ei
0xad2cf76b	wlfw_get_info_resp_msg_v01_ei
0xcb847d99	wlfw_host_cap_req_msg_v01_ei
0xbf3417a8	wlfw_host_cap_resp_msg_v01_ei
0xae90a96c	wlfw_ind_register_req_msg_v01_ei
0x728605ef	wlfw_ind_register_resp_msg_v01_ei
0x555fb702	wlfw_ini_file_download_req_msg_v01_ei
0xd87786ae	wlfw_ini_file_download_resp_msg_v01_ei
0x394d6346	wlfw_ini_req_msg_v01_ei
0xa9aa11f3	wlfw_ini_resp_msg_v01_ei
0x50f7baa5	wlfw_m3_info_req_msg_v01_ei
0x90c018e8	wlfw_m3_info_resp_msg_v01_ei
0x8bde4e47	wlfw_mac_addr_req_msg_v01_ei
0xde1fb248	wlfw_mac_addr_resp_msg_v01_ei
0x51b142a3	wlfw_pcie_gen_switch_req_msg_v01_ei
0x79a2fb25	wlfw_pcie_gen_switch_resp_msg_v01_ei
0x360becd3	wlfw_pin_connect_result_ind_msg_v01_ei
0xff41d476	wlfw_qdss_trace_config_download_req_msg_v01_ei
0x8fb52de8	wlfw_qdss_trace_config_download_resp_msg_v01_ei
0x3aba511d	wlfw_qdss_trace_data_req_msg_v01_ei
0x55106ebd	wlfw_qdss_trace_data_resp_msg_v01_ei
0x9fadaee0	wlfw_qdss_trace_free_ind_msg_v01_ei
0x67bf5287	wlfw_qdss_trace_mem_info_req_msg_v01_ei
0x459711e4	wlfw_qdss_trace_mem_info_resp_msg_v01_ei
0x3fef7722	wlfw_qdss_trace_mode_req_msg_v01_ei
0xe37316a6	wlfw_qdss_trace_mode_resp_msg_v01_ei
0xcf6bbe28	wlfw_qdss_trace_req_mem_ind_msg_v01_ei
0xeffd72d5	wlfw_qdss_trace_save_ind_msg_v01_ei
0xeb31ed49	wlfw_request_mem_ind_msg_v01_ei
0x3d1468c6	wlfw_respond_get_info_ind_msg_v01_ei
0xf8be713a	wlfw_respond_mem_req_msg_v01_ei
0xf0d8dff6	wlfw_respond_mem_resp_msg_v01_ei
0x6966cca0	wlfw_subsys_restart_level_req_msg_v01_ei
0xe0937d11	wlfw_subsys_restart_level_resp_msg_v01_ei
0xe26b7bbf	wlfw_tme_lite_info_req_msg_v01_ei
0x6d107d53	wlfw_tme_lite_info_resp_msg_v01_ei
0xd207cbd7	wlfw_wfc_call_status_req_msg_v01_ei
0x2e49f889	wlfw_wfc_call_status_resp_msg_v01_ei
0x1f34ef07	wlfw_wfc_call_twt_config_ind_msg_v01_ei
0x7651b256	wlfw_wlan_cfg_req_msg_v01_ei
0xb4521d46	wlfw_wlan_cfg_resp_msg_v01_ei
0x3b62851c	wlfw_wlan_mode_req_msg_v01_ei
0x221686ff	wlfw_wlan_mode_resp_msg_v01_ei
0xd0654aba	woken_wake_function
0x86ab091d	work_busy
0x333d08de	wsa883x_codec_get_dev_num
0xc9d3b8a4	wsa883x_codec_info_create_codec_entry
0xfee23be7	wsa883x_set_channel_map
0x32a67dc0	wsa884x_codec_get_dev_num
0x16e7d5e3	wsa884x_codec_info_create_codec_entry
0xbe482da8	wsa884x_set_channel_map
0xb215ca65	xcharge_chg_interface_register_cd
0x8acce984	xcharge_mbattery_logger_update_plug_in_status
0x98fe0097	xcharge_notify_subsys_set_plug_status
0x64bf93c3	xcharge_thermal_update_tbat
0xe22aeac7	xcharge_thermal_update_tusb
0x9d232440	xfrm_lookup
0x405fb948	xhci_alloc_command
0xf9963727	xhci_alloc_erst
0xc1cb2268	xhci_free_command
0x57d4050a	xhci_get_endpoint_index
0x47802733	xhci_queue_stop_endpoint
0x067f8d49	xhci_ring_alloc
0x266a7026	xhci_ring_cmd_db
0x0498e7db	xhci_ring_free
0x83e71096	xhci_trb_virt_to_dma
0x95e13d4e	zap_vma_ptes
0x5da67adc	zs_compact
0xbcf1f0e6	zs_create_pool
0xc69b7ee5	zs_destroy_pool
0x958df3ac	zs_free
0xcbe56bc2	zs_get_total_pages
0x3d8baf3b	zs_huge_class_size
0xb29533ee	zs_malloc
0xc341ae6d	zs_map_object
0x7cceaf92	zs_pool_stats
0x924c46f8	zs_unmap_object
